product_id,product_name,year_month,revenue,cost,gross_profit,gross_margin,created_at
PRO-ZC5,Prologue,2025-10,2154908160,36556254.590399995,2118351905.4096,98.3,2025-12-04 14:09:47
PSP-YF7,PASSPORT,2025-10,18130235,12691164.5,5439070.5,30.0,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2025-10,940715840,17026440.132,923689399.868,98.19,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2025-10,1002569922,80008368.0,922561554.0,92.02,2025-12-04 14:09:47
VZL-RV3,VEZEL,2025-10,1265100408,186820173.0,1078280235.0,85.23,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2025-10,1929429150,312181920.0,1617247230.0,83.82,2025-12-04 14:09:47
ACD-CV1,ACCORD,2025-11,49715065,34800545.5,14914519.5,30.0,2025-12-04 14:09:47
ENP-ENP1,e:NP1,2025-11,1934624157,26028737.7075,1908595419.2925,98.65,2025-12-04 14:09:47
FIT-GR3,FIT,2025-11,1157075640,129131632.0,1027944008.0,88.84,2025-12-04 14:09:47
FRD-GB5,FREED,2025-11,4626718124,408342291.0,4218375833.0,91.17,2025-12-04 14:09:47
HDE-ZC1,Honda e,2025-11,845980656,5375991.3755,840604664.6245,99.36,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2025-11,2472836048,7936555.6225,2464899492.3775,99.68,2025-12-04 14:09:47
ODY-RC1,ODYSSEY,2025-11,885791400,77833520.0,807957880.0,91.21,2025-12-04 14:09:47
PLT-YF3,PILOT,2025-11,22194745,15536321.499999998,6658423.500000002,30.0,2025-12-04 14:09:47
PSP-YF7,PASSPORT,2025-11,2012659759,75285218.0,1937374541.0,96.26,2025-12-04 14:09:47
RDG-YF6,RIDGELINE,2025-11,30044388,21031071.599999998,9013316.400000002,30.0,2025-12-04 14:09:47
SWN-RP6,STEP WGN,2025-11,3086563205,149611410.0,2936951795.0,95.15,2025-12-04 14:09:47
VZL-RV3,VEZEL,2025-11,846504396,200823120.0,645681276.0,76.28,2025-12-04 14:09:47
ZRV-RZ3,ZR-V,2025-11,989218020,35206135.0,954011885.0,96.44,2025-12-04 14:09:47
FIT-GR3,FIT,2025-12,4607738,107222.0,4500516.0,97.67,2025-12-04 14:09:47
FRD-GB5,FREED,2025-12,439946738,41141556.0,398805182.0,90.65,2025-12-04 14:09:47
HDE-ZC1,Honda e,2025-12,4146964,2902874.8,1244089.2000000002,30.0,2025-12-04 14:09:47
NOE-JG4,N-ONE e:,2025-12,2948952,2064266.4,884685.6000000001,30.0,2025-12-04 14:09:47
